location_id,latitude,longitude,social_isolation_score,transportation_access,digital_connectivity,community_resources,social_cohesion
143,30.354733,-91.123108,42.908218274950215,69.0397081892906,73.98902626478335,102.94509760333241,84.1002879564598
144,30.354738,-91.122192,56.705799707325355,77.68795364326168,62.244027016323074,97.54123918092203,54.57571107810225
145,30.35478,-91.135765,73.23301507561033,75.64835591367195,94.10351366229673,109.55812799918594,58.59336138314087
146,30.354811,-91.122551,76.2267566605526,33.97923548547064,76.82751826316428,42.495043523256946,43.141015129491244
147,30.354843,-91.133774,27.31853809006097,87.32334021119861,94.39994790210804,24.747148395152415,55.155592208635014
148,30.354845,-91.122383,37.73951422706361,60.380209675532306,62.16135160237356,58.49204120432198,63.138012444521294
149,30.354847,-91.122215,29.94901712659655,56.947492497277345,95.9968487828003,84.77271937231208,82.80853933706094
150,30.354872,-91.124657,61.55611042266542,81.9907524193813,58.01166978986993,42.58518911550397,79.62389421357707
151,30.355122,-91.122719,30.578076866125347,72.85801998172471,68.06608521662999,41.27143922641027,83.06900252918516
152,30.355171,-91.12468,47.38392559022549,63.09567902567736,58.07798645609008,55.956089094807695,46.708612058124594
153,30.355173,-91.133301,51.72672547096793,59.506906149190435,74.19741472457765,41.07184646128436,92.62252305565784
154,30.355175,-91.133072,40.9861909580966,85.99570863798856,104.13411173650019,53.289247740404114,36.70308390534406
155,30.355196,-91.12751,66.48437090649814,37.93169047041605,104.37571518151057,93.41101920464708,81.3871335001165
156,30.355223,-91.123901,48.56810488377958,95.77008624427332,87.65354272703881,72.148127411545,36.502696992607966
157,30.355247,-91.118118,37.50066722617609,80.56239469604813,62.481254398344745,46.024345229301375,106.97568497253802
158,30.355261,-91.123512,64.46858491250943,41.32259613874541,60.808002983414845,26.20481682461768,-6.492026331424514
159,30.355286,-91.12706,23.961151704334668,33.2292987027474,47.96977018083648,63.83959295924855,73.3233772420041
160,30.35531,-91.132301,45.31523247393559,64.61365971460529,60.07783685564353,94.17169814037103,89.28049887796496
161,30.355356,-91.138107,43.11632237238997,41.19990048707451,69.06042701554472,52.63223402226561,78.56408307097288
162,30.355368,-91.139297,45.12593813624745,2.183198576491505,79.34549835866706,91.54849391872486,51.632769675643544
163,30.355423,-91.137337,59.55996109633809,8.939212177389686,81.28629741540936,49.920824533824046,46.15232439291516
164,30.355448,-91.132172,72.45396461715397,76.60541410170272,60.70061458096878,40.88243301222194,40.86213913567394
165,30.355463,-91.137421,70.61370196852974,77.70781324246427,50.133202478603955,90.48020276777848,21.86889101687455
166,30.355478,-91.12339,36.98275035097386,105.73233638242546,50.79831910260503,44.09269415009994,105.8135933475124
167,30.355526,-91.139633,45.856470931265605,84.8310934731258,72.66249748067197,95.74990747182825,50.94106275875887
168,30.355526,-91.133743,69.12048971544804,58.695210618559294,42.95117592698895,28.760571935536447,73.21221312015498
169,30.355555,-91.138527,37.69632453599199,100.91029304302589,81.07985161898104,61.25160770601572,30.681545354591808
170,30.35564,-91.124466,56.30523791298517,79.64501528190783,89.27831130497617,87.76596824554585,63.648345285052315
171,30.355652,-91.140198,67.06293895592225,78.78790933436909,55.31027266638258,106.3761005661762,60.29395876822585
172,30.355667,-91.133064,68.65479351054094,53.57814281615287,53.739546195531126,64.52305721251366,30.399625327725012
173,30.355713,-91.125336,14.49696032540093,65.82679622157936,67.80591146840315,79.31105183906053,64.25400155429213
174,30.355728,-91.140686,39.11262110470356,77.68674599127054,47.155248435162974,106.33261492596111,24.63956246384599
175,30.355789,-91.120697,46.33567501454155,95.26319682915444,77.01835975353801,92.42754677221309,90.15755481936628
176,30.355797,-91.133446,42.599229993138835,49.91044751375748,48.09205315501431,49.506055043466844,91.76030167915732
177,30.35581,-91.133415,19.056714022187986,70.91642316479616,72.28759160663525,25.79964346253614,28.55254958807322
178,30.355892,-91.120621,65.16385711829678,76.22686389935822,62.42332533701096,-11.360478819546804,16.623521680083982
179,30.355934,-91.134819,50.55599207548403,76.3122049784548,57.19141866018967,93.90623840497229,16.450422633645196
180,30.355938,-91.12429,62.839846969767876,54.236626724371014,65.57301243407585,-1.3819917377576618,48.677920203583504
181,30.355944,-91.139709,27.442924135690582,40.33222946744916,90.34736825479865,63.11228645588208,114.35264331993139
182,30.355957,-91.12352,67.76347313144677,47.89816247523475,68.2681653379047,42.8499985669098,18.21996925721959
183,30.355976,-91.121284,72.99514340340771,96.28299047826702,94.05002629699568,53.38837060879184,51.35083774458668
184,30.356047,-91.117302,62.68989580476181,71.35140639797622,39.269086479153266,68.5413200303813,49.30595977795819
185,30.356085,-91.12059,33.25331337240604,95.73203268112394,72.52587805769103,38.90567847967796,50.956386052397434
186,30.35615,-91.121117,32.598323635603855,55.896985909179854,91.66514657055362,32.44406688433326,66.31107374477953
187,30.356203,-91.117203,58.88302286327737,40.23581741699139,92.35018895174665,12.2021821419239,48.972772869705665
188,30.356237,-91.123322,37.391172260696145,60.16897660729311,49.19462313065261,117.84621962848847,57.63733885629296
189,30.356337,-91.12365,49.67508091799687,66.22312046727056,39.16969533012763,49.494286460988626,98.91906220783191
190,30.356358,-91.117096,91.8500524417754,31.17390321151214,62.075083990398745,55.71955863310144,50.056571182261166
191,30.356379,-91.123627,50.268555642751906,89.44259646420204,103.3943749049855,63.22215132459919,45.905989686811175
192,30.35639,-91.134979,75.70587700748105,45.751558300110375,48.67031812325401,28.16343745345468,46.858669372326915
193,30.356466,-91.134674,25.005036403777787,71.66871190218623,41.44843553899441,62.164681077596704,68.28376105099889
194,30.356537,-91.134392,64.85964325033805,110.33449634532516,68.09753481685136,49.683324077756566,102.77847649240343
195,30.35655,-91.116859,25.664214129678097,94.8995005632303,50.212308777121336,58.89074439013349,38.09006674534078
196,30.356619,-91.13237,49.92700516739306,61.2501361422482,47.64022685432836,37.46518071712728,84.4179244533498
197,30.356625,-91.133911,18.563964792154948,59.49934761867099,89.56645924000033,59.81121525860101,56.9877904773767
198,30.35663,-91.117043,50.40102262811894,60.273542043676485,54.46734631073744,60.67867013829041,32.82137317599112
199,30.356644,-91.11705,49.93099381739969,65.53158467500027,62.699847355595075,52.576100371501255,80.87623447284025
200,30.356653,-91.123856,55.659395181214336,96.08152784642564,104.94652941113053,56.96357823788587,51.486755903961054
201,30.356689,-91.137787,61.31545227756576,23.58275697567351,123.58071991423544,55.429878765805285,27.672120001909907
202,30.356743,-91.120865,57.7354962141323,75.53801488645992,85.3745587204404,58.39368883619298,64.92525577148204
203,30.356789,-91.123299,20.10274170283724,68.27949016699169,99.04202664720782,17.892822007516944,74.53285144507868
204,30.356804,-90.984978,36.12174951581721,63.57697065865011,43.06724139233235,80.74097783269261,47.22145826267594
205,30.356825,-91.132317,62.77908569361988,63.682512908853376,69.60861223894251,71.3076957361281,66.76418438175399
206,30.356844,-90.995285,57.25909953899537,35.71188395021875,54.53264488421222,96.03470162973198,13.031046158116457
207,30.356869,-91.133743,59.26283276777198,55.1375613921709,129.14828818493777,93.43513371236713,30.586523353783647
208,30.356951,-91.13224,60.76485202708685,61.59385098900308,77.69095662318249,89.40460856797677,71.2706162407886
209,30.356991,-91.13369,62.534545995867155,98.43990733282335,67.39131278726056,17.28150827891581,41.157999368244624
210,30.357,-91.123497,35.25716984826411,81.53914964425779,76.98704249544842,108.76486875120186,76.93139317668985
211,30.357018,-91.117012,46.016237930667046,122.72745309789865,61.27207429758107,70.7404473366505,79.16983494551613
212,30.357021,-91.135071,27.288294965580825,36.10213060730384,69.09378748222208,41.799902767502374,42.912724344756015
213,30.357029,-91.123032,59.33424759254046,85.40014088268367,65.0114855163961,45.552912584704,51.88132048010991
214,30.357237,-91.133537,13.151328342233807,61.896906561341794,66.55299522169959,33.07408561495851,85.85136786371862
215,30.35725,-91.131882,35.07109941824892,69.07859333549953,93.82384783314102,58.6555493556708,43.26333455643785
216,30.357275,-91.058311,42.454262155355146,39.98711627746151,46.93379236499595,79.21662908838233,50.9718518722147
217,30.357338,-91.058228,57.45985778832537,51.73917125364242,77.47391306095986,38.70215256499134,92.08375209444819
218,30.357342,-91.119667,44.435285758194446,39.18006162569086,62.138818072427185,49.165538671809415,37.68257904129051
219,30.357397,-90.997665,21.863851336898676,87.96690804268823,37.925740125957056,55.81017958917729,4.087291692368902
220,30.35745,-91.124084,19.51986643852305,88.14125742418159,76.63889340666054,34.22423918303159,75.45276107338174
221,30.357508,-91.134804,68.71152995582528,74.08153527938923,24.034923489324278,111.6429347112969,47.09596129980163
222,30.357559,-90.959717,18.836581927188067,46.30220320385577,29.458919372322924,32.96237611527985,78.01041759794578
223,30.357563,-90.984718,34.18619800537451,111.5137918826813,76.19714211601445,74.59158457858294,69.05967870503443
224,30.357897,-91.121231,28.893810471356957,38.827677096730156,42.653363954271526,20.915681816745806,30.22389892311726
225,30.357958,-91.133781,63.04878790481008,50.28590721100206,19.404434933323998,28.83675660184221,42.36519577647481
226,30.357965,-91.133789,43.07700490750219,54.82058755432319,71.03162993227853,21.558868993295302,44.62808332821153
227,30.35803,-90.958214,66.20222098529537,77.56729768204,105.73251612827059,55.838551939514495,69.29690697200205
228,30.358099,-91.000229,9.83294682644984,44.94007175391338,70.61745699711217,54.961413689622034,55.26420811294949
229,30.358171,-91.071304,14.553572929347833,109.41428692476882,68.82344400620967,53.52740012634046,84.45435287587622
230,30.358227,-91.000252,16.04779151764386,63.765455722612906,128.62863204002213,48.26377432258698,25.202802075498457
231,30.358614,-91.111,63.94796197337077,70.9734869118349,94.00249493541106,72.08584072604911,45.374155525252505
232,30.358723,-91.066261,46.40704870741224,74.78339406812236,102.17450036144128,-0.38007257784858695,76.25492519578795
233,30.358862,-91.095161,36.97004365576265,45.65027968282545,82.97323008650166,69.36146163794471,23.258568719581447
234,30.358875,-90.990761,69.70504437080159,74.10086595051807,35.211916326578766,12.475816184560484,23.682945990245415
235,30.3589,-91.027214,23.89533375171584,60.54812003210788,66.74194034040613,96.55881692604063,49.81212308234284
236,30.358942,-91.066742,69.41752709517124,78.79716748172204,85.11785103747084,8.996921593842204,38.72668810285507
237,30.359106,-91.124664,28.911933059007957,54.06882110496113,74.0319517329076,39.49815547487893,76.8419821869303
238,30.359426,-91.07489,46.93533284939165,72.57063144462572,77.68705809414564,98.88622419840567,68.2636281126061
239,30.359566,-90.992203,38.032311200682486,74.78171526378267,37.499796470657344,63.62710272673233,76.89362338375669
240,30.359587,-91.027214,61.52146056533357,55.08778906297572,71.01297689645176,7.211891006025002,41.121488000697816
241,30.359823,-91.025604,79.01585076836803,79.46959039311496,65.68659231566875,51.721781162458115,12.678807463113142
242,30.359974,-91.000763,44.994496586393794,109.93325761553223,88.45081251763281,73.60911567643977,60.54478753485805
243,30.360197,-90.991135,33.60453466230413,75.13119448957447,75.74962097411178,66.76520975326898,25.517828107557445
244,30.36025,-91.05233,27.891692903814185,52.22430657632053,58.38663187855853,73.49566532840157,35.07671044714361
245,30.360321,-91.134201,61.72783785270528,111.90359294626224,48.49009448358354,33.3855816247773,73.21259150193136
246,30.360458,-91.134109,45.139599842403754,87.96268941751059,79.30072970167298,57.906698251431926,63.94585905613822
247,30.360594,-91.070953,43.67637624377509,50.468004558853906,17.661038056370295,65.0134422432001,26.109703610506326
248,30.360699,-91.07061,40.87442261988938,61.04941321782903,40.95434483677854,61.334687933442034,123.34080687938749
249,30.360746,-91.136627,53.89725914792397,38.52212410339346,74.79715865290807,105.98615628380692,124.67469949035765
250,30.361525,-90.959251,26.03271665734698,92.00378349174787,91.83780918764371,89.96055158214138,-39.01536984714955
251,30.361706,-91.125984,46.64822499004517,68.05464796638118,83.1236762713663,41.433926798377,23.53899187485938
252,30.361782,-91.069817,33.467330121968416,73.15323856807989,36.93378554658534,91.55998244418127,26.322753138041097
253,30.361874,-91.073532,57.37973099766332,65.71643110368404,87.07324886231243,62.934596757053086,83.04173009667703
254,30.362375,-91.124313,63.41167202781065,27.51984023292268,25.893909445020775,32.51873052087328,62.984130356311766
255,30.362396,-91.070633,74.75028128452215,52.31735630713762,71.00903448210923,66.01492902234541,71.00458462667645
256,30.362404,-91.061104,74.36876498983244,81.08422381695763,74.915328344766,72.31186526450111,86.12917704478026
257,30.362494,-91.072838,80.62462085984552,47.23959673956516,59.223007290123405,64.80445052057999,64.3502728919183
258,30.362514,-91.125458,53.81677469603628,71.59972650641771,43.71267403526299,2.210923001560221,68.23937895258025
259,30.362526,-91.125389,31.34709491859195,61.44722464810163,72.44089953923832,21.34935693109004,70.65782521779363
260,30.362593,-91.152748,15.27220133321399,52.861818985078216,82.32877054144127,24.95580458558142,47.92573225187726
261,30.362595,-91.126579,21.51301184078935,78.1656310533206,61.9107204539575,73.69184368091992,85.21703010429569
