latitude,longitude,id,statusdesc,typename,blight_count,housing_quality_score,structural_condition,affordability_index,maintenance_score
30.347294,-91.11972,2,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1, 'JUNK, INOPERABLE, OR ABANDONED VEHICLE': 1}",2,90,89.4998940152387,48.97809340362491,94
30.347296,-91.119728,1,0,{'TALL GRASS': 1},1,95,81.35905220160248,100.23967807670131,97
30.347519,-90.993828,1,0,{'TALL GRASS': 1},1,95,73.6818329259245,60.862971286197286,97
30.34753,-90.993919,1,0,{'TALL GRASS': 1},1,95,79.24449936304998,69.68300002226945,97
30.347586,-91.134918,2,0,{'TALL GRASS': 2},2,90,56.19636553704721,51.06962652678787,94
30.347599,-91.12278,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,76.48554384658262,28.110337509012226,97
30.348137,-91.122246,2,0,{'TALL GRASS': 2},2,90,46.939145668399924,63.975993067025,94
30.34856,-90.95031,1,0,"{'JUNK, INOPERABLE, OR ABANDONED VEHICLE': 1}",1,95,67.62187906387227,33.189476038890255,97
30.348589,-91.121803,1,0,{'TALL GRASS': 1},1,95,73.9881375722346,57.56940629765068,97
30.348639,-90.994698,1,0,{'TALL GRASS': 1},1,95,82.49709108736094,37.56511275197684,97
30.348703,-91.132408,1,0,{'TALL GRASS': 1},1,95,64.4893745355533,61.201914587263914,97
30.348759,-91.122543,1,0,{'TALL GRASS': 1},1,95,46.048791327412864,68.56059338889582,97
30.348818,-91.124611,1,0,{'TALL GRASS': 1},1,95,51.72810298753673,45.069810643273556,97
30.348839,-91.124603,1,0,{'TALL GRASS': 1},1,95,85.79620639282743,47.44733191428264,97
30.348995,-90.994949,1,0,{'TALL GRASS': 1},1,95,93.98896447678972,70.7302177258975,97
30.34901,-91.132683,2,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 2}",2,90,59.57723650452048,75.64921141701029,94
30.349016,-91.131973,2,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 2}",2,90,78.21319267222047,34.93343506801711,94
30.349035,-91.133911,3,0,"{'TALL GRASS': 2, 'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",3,85,75.48820545453155,24.266447415905933,91
30.349108,-91.132835,3,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 3}",3,85,77.81157295388911,68.1735407456762,91
30.349253,-91.13298,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,79.0314354288191,63.38666864039426,97
30.349283,-91.132248,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,79.17471053879962,44.36968002848624,97
30.349386,-91.133118,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,62.139068138938114,60.410951932308215,97
30.349447,-91.132347,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,69.27882036710086,43.669796177684056,97
30.349529,-91.133232,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,71.04733079481512,36.56405513001003,97
30.34967,-91.133354,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,58.015810475795796,96.77084449396314,97
30.349804,-90.995293,1,0,{'TALL GRASS': 1},1,95,66.87636417893307,31.43922091088735,97
30.349829,-91.132774,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,49.727444940680094,69.27934519911561,97
30.350018,-91.12429,1,0,{'TALL GRASS': 1},1,95,46.068245970006814,59.40743695734687,97
30.35004,-91.12426,1,0,{'TALL GRASS': 1},1,95,57.65873250774651,65.70777416873034,97
30.350147,-91.132988,2,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 2}",2,90,92.68413923782953,69.52307721030327,94
30.350245,-91.13311,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,74.9605392600395,35.63916760848391,97
30.350779,-91.121132,1,0,{'TALL GRASS': 1},1,95,68.03538460803442,60.98959072569473,97
30.350792,-91.121178,2,0,{'TALL GRASS': 2},2,90,48.156663716130154,22.679654782668827,94
30.350845,-91.122337,1,0,"{'JUNK, INOPERABLE, OR ABANDONED VEHICLE': 1}",1,95,84.77209105594878,61.85769695746744,97
30.350853,-91.120537,1,0,{'PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN': 1},1,95,38.14928711837565,76.60429852696461,97
30.350857,-91.121277,1,0,{'TALL GRASS': 1},1,95,71.13695299972257,89.56524762007372,97
30.35087,-91.13195,1,0,{'TALL GRASS': 1},1,95,91.33893601662035,68.35432535750164,97
30.350901,-91.131989,1,0,{'TALL GRASS': 1},1,95,97.51330068828375,42.23898394090841,97
30.350952,-91.132011,1,0,{'TALL GRASS': 1},1,95,43.96846003172308,54.01883196924575,97
30.350956,-91.11937,1,0,{'TALL GRASS': 1},1,95,73.51924767071645,62.39509950601185,97
30.351273,-91.122437,1,0,{'PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN': 1},1,95,85.88851005198107,82.99172816592187,97
30.35128,-91.120628,1,0,{'TALL GRASS': 1},1,95,93.32245162784922,29.557971006683577,97
30.351328,-91.119881,1,0,{'TALL GRASS': 1},1,95,24.765186277868267,59.4489608356542,97
30.351374,-91.123116,1,0,{'TALL GRASS': 1},1,95,83.2048690044235,55.161938540121035,97
30.351467,-91.132523,1,0,{'TALL GRASS': 1},1,95,80.99526298037736,68.03619805587314,97
30.351511,-91.119324,2,0,"{'JUNK, INOPERABLE, OR ABANDONED VEHICLE': 2}",2,90,57.28386386700092,65.27520679399461,94
30.351591,-91.119492,1,0,"{'JUNK, INOPERABLE, OR ABANDONED VEHICLE': 1}",1,95,78.928447182852,53.772146168352634,97
30.351658,-91.132805,2,0,"{'TALL GRASS': 1, 'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",2,90,74.99472319195341,64.62522802123772,94
30.35166,-91.122635,7,0,{'TALL GRASS': 7},7,65,75.45314565879583,58.91453594127046,79
30.3517,-90.992531,1,0,{'TALL GRASS': 1},1,95,81.16863818966756,62.57419026912754,97
30.351736,-91.120811,2,0,{'TALL GRASS': 2},2,90,90.59409283275546,66.93525291658095,94
30.351742,-91.132019,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,67.59621069314431,45.57873620502803,97
30.351746,-91.122719,1,0,{'TALL GRASS': 1},1,95,65.11717190354649,115.6831565233003,97
30.351767,-91.122849,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,63.685330313341105,59.89573574322845,97
30.35178,-91.132973,1,0,{'TALL GRASS': 1},1,95,44.455037191465145,102.46207901215386,97
30.351782,-91.122879,1,0,{'TALL GRASS': 1},1,95,78.1156324934982,79.48825827080196,97
30.351795,-90.990715,1,0,{'TALL GRASS': 1},1,95,53.47635801752168,77.21218503654094,97
30.351902,-91.078232,1,0,{'TALL GRASS': 1},1,95,58.71574475868309,64.20316904582823,97
30.351925,-91.121132,2,0,{'TALL GRASS': 2},2,90,62.113105219568105,85.56317950370006,94
30.352045,-91.132744,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,60.95339551069658,51.93171615802858,97
30.352129,-91.118591,1,0,{'TALL GRASS': 1},1,95,63.702294658273985,49.962500263878844,97
30.352171,-91.133713,1,0,{'PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN': 1},1,95,106.08320378487063,54.94186753565396,97
30.352203,-91.132996,3,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 2, 'TALL GRASS': 1}",3,85,70.68752813690277,76.65837667363085,91
30.352211,-91.122696,1,0,{'TALL GRASS': 1},1,95,72.12209099650741,36.778836521353185,97
30.352222,-91.118347,1,0,{'TALL GRASS': 1},1,95,81.56635227666646,76.21446235150017,97
30.352238,-91.134048,1,0,{'TALL GRASS': 1},1,95,47.59268500787544,53.660079206594595,97
30.352272,-91.118317,1,0,{'TALL GRASS': 1},1,95,63.44291553106948,76.13272207882721,97
30.352285,-91.131973,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,98.16397278327261,65.6717253667096,97
30.352407,-91.118629,1,0,{'TALL GRASS': 1},1,95,47.651548836197904,75.9216776616082,97
30.352442,-91.124763,1,0,{'TALL GRASS': 1},1,95,62.79011906999005,80.23681131472134,97
30.352448,-91.132744,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,79.49593703111259,62.45689539721935,97
30.352512,-91.12207,1,0,{'TALL GRASS': 1},1,95,65.10410101043631,104.02094397255871,97
30.352518,-91.120743,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,38.22871209492267,89.0721965351763,97
30.352596,-91.1222,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,86.82810738999409,54.014906436990266,97
30.352606,-91.130821,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,88.64666806251194,71.79542221771754,97
30.35265,-91.118217,1,0,{'TALL GRASS': 1},1,95,63.3922461650408,0.8366530655211335,97
30.352676,-91.132156,1,0,{'TALL GRASS': 1},1,95,100.61752328540662,38.22031373166066,97
30.352688,-91.131363,1,0,{'TALL GRASS': 1},1,95,79.88545078567337,54.56017485151648,97
30.352718,-91.131775,1,0,{'TALL GRASS': 1},1,95,66.03678794018586,46.66119072217729,97
30.352724,-90.995148,1,0,{'TALL GRASS': 1},1,95,106.63472947514185,69.93282007144663,97
30.352739,-91.125137,1,0,"{'JUNK, INOPERABLE, OR ABANDONED VEHICLE': 1}",1,95,89.856960157929,30.170258688313595,97
30.352789,-90.960373,1,0,{'TALL GRASS': 1},1,95,58.65057378149508,45.529478320163314,97
30.352793,-91.125244,1,0,{'TALL GRASS': 1},1,95,41.78671001326941,69.03089299263415,97
30.352798,-91.124786,1,0,{'TALL GRASS': 1},1,95,104.16747652047303,70.93769961367701,97
30.352829,-91.118576,1,0,{'TALL GRASS': 1},1,95,79.03984316664955,77.00373815622983,97
30.352882,-91.125328,1,0,{'TALL GRASS': 1},1,95,70.18638606544049,74.99603784838516,97
30.352909,-91.118774,1,0,{'TALL GRASS': 1},1,95,76.61763335434685,45.44911248869659,97
30.352964,-91.118889,1,0,{'TALL GRASS': 1},1,95,102.7895655916832,32.557501715457164,97
30.352968,-91.122147,1,1,"{'JUNK, INOPERABLE, OR ABANDONED VEHICLE': 1}",1,95,68.49133033836365,69.13923285125192,97
30.353025,-91.131645,2,0,{'TALL GRASS': 2},2,90,91.3338325187366,97.77945844871054,94
30.353083,-91.132492,2,0,{'TALL GRASS': 2},2,90,84.1009345469851,68.23040429787703,94
30.353086,-91.135506,1,0,"{'JUNK, INOPERABLE, OR ABANDONED VEHICLE': 1}",1,95,65.28178617799904,33.06368532963107,97
30.353098,-91.131889,1,0,{'TALL GRASS': 1},1,95,62.9496525284789,72.17359512518615,97
30.35318,-91.132065,1,0,{'TALL GRASS': 1},1,95,92.49207470875156,68.76623927372826,97
30.353231,-91.121429,2,0,"{'TALL GRASS': 1, 'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",2,90,63.957768719680196,71.06696214984593,94
30.353249,-91.135857,2,0,"{'TALL GRASS': 1, 'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",2,90,66.58450203317732,77.5309568752188,94
30.353336,-91.13472,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,95.58733001623332,65.26773592376865,97
30.35346,-91.122894,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,101.48034981941552,26.695330683870733,97
30.353519,-91.126709,2,0,{'TALL GRASS': 2},2,90,82.71080229629486,44.263585679904494,94
30.353542,-91.134377,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,77.90988234632343,45.66331634207531,97
30.353575,-91.13208,2,0,{'TALL GRASS': 2},2,90,76.30506376204153,44.19865078569127,94
30.353622,-91.126465,1,0,{'TALL GRASS': 1},1,95,74.70938442138994,48.148211109486255,97
30.353716,-91.125572,3,0,{'TALL GRASS': 3},3,85,70.1189119531971,21.334781033526763,91
30.353722,-91.133415,2,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1, 'TALL GRASS': 1}",2,90,82.21939647704825,86.89430201347976,94
30.353746,-91.131111,2,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 2}",2,90,72.30662687189103,43.022900154172994,94
30.35375,-91.136925,1,0,{'TALL GRASS': 1},1,95,97.02994441097182,48.289095946716806,97
30.353767,-91.125687,2,0,{'TALL GRASS': 2},2,90,77.17461186845972,37.60557305404065,94
30.353807,-91.133568,1,0,{'PROPERTY MISSING WINDOWS OR DOORS': 1},1,95,68.4565667997628,62.596454939970734,97
30.353828,-91.131294,2,0,{'TALL GRASS': 2},2,90,101.93994816702063,77.51869099925273,94
30.353832,-91.137146,1,0,{'TALL GRASS': 1},1,95,104.63312654285161,70.25360888233682,97
30.353851,-91.136612,1,0,{'TALL GRASS': 1},1,95,78.78485636853733,103.43896024178505,97
30.353907,-91.131447,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,74.60677696939058,75.85085033003035,97
30.353971,-91.117661,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,80.06710561021323,51.88869219289508,97
30.354029,-91.1362,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,107.07723075462316,38.890410773598305,97
30.354036,-91.069778,2,0,"{'TALL GRASS': 1, 'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",2,90,58.75318996379701,53.44257001061594,94
30.354137,-91.134415,1,0,{'TALL GRASS': 1},1,95,89.1408280700287,93.51637451972432,97
30.3543,-91.134766,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,62.587150919568785,83.97361784190055,97
30.354332,-91.134094,1,0,{'TALL GRASS': 1},1,95,94.37651290718549,23.19620106343479,97
30.354408,-91.134254,1,0,{'TALL GRASS': 1},1,95,61.057637642089674,23.26729201451522,97
30.354506,-91.123268,1,0,{'TALL GRASS': 1},1,95,62.586492075411165,85.24727030781224,97
30.354507,-91.122833,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,75.22221616623726,94.62689632050622,97
30.354591,-91.122002,1,0,{'TALL GRASS': 1},1,95,60.67796055826912,47.45346430381004,97
30.354639,-91.136154,1,0,{'TALL GRASS': 1},1,95,103.1169817577566,67.12522710243454,97
30.354689,-90.958923,1,0,{'TALL GRASS': 1},1,95,44.719810672392036,52.32918064932478,97
30.354733,-91.123108,1,0,{'TALL GRASS': 1},1,95,68.08815809623077,36.72843893080265,97
30.354738,-91.122192,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,79.47558809688402,52.33325575721674,97
30.35478,-91.135765,1,0,{'TALL GRASS': 1},1,95,72.47923334591891,75.07914479476577,97
30.354811,-91.122551,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,75.69567061387552,55.267165037785425,97
30.354843,-91.133774,1,0,{'TALL GRASS': 1},1,95,88.93586031862877,71.11048883420796,97
30.354845,-91.122383,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,55.46762918707956,78.8884842603325,97
30.354847,-91.122215,1,0,{'TALL GRASS': 1},1,95,72.41664434605993,55.78624292079586,97
30.354872,-91.124657,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,92.39217777856103,70.97571845462946,97
30.355122,-91.122719,2,0,{'TALL GRASS': 2},2,90,81.28261030701017,58.86894656314401,94
30.355171,-91.12468,2,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 2}",2,90,70.6063439733308,64.74150753811745,94
30.355173,-91.133301,1,0,{'TALL GRASS': 1},1,95,78.61155491672595,14.584871697292048,97
30.355175,-91.133072,1,0,{'TALL GRASS': 1},1,95,104.44866422489362,73.44474050290795,97
30.355196,-91.12751,1,0,{'TALL GRASS': 1},1,95,99.51211845204264,60.5330378412661,97
30.355223,-91.123901,1,0,{'TALL GRASS': 1},1,95,78.80943991057866,35.9941979482866,97
30.355247,-91.118118,1,0,{'TALL GRASS': 1},1,95,53.295335442916176,73.98729850604336,97
30.355261,-91.123512,1,0,{'TALL GRASS': 1},1,95,83.84467600128544,61.02665573253592,97
30.355286,-91.12706,1,0,{'TALL GRASS': 1},1,95,94.11094717465811,38.60522220752064,97
30.35531,-91.132301,1,0,{'TALL GRASS': 1},1,95,70.24037558265928,89.53148850623839,97
30.355356,-91.138107,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,61.99217333334057,44.29266817330252,97
30.355368,-91.139297,1,0,{'TALL GRASS': 1},1,95,61.27072713856011,31.81177668934101,97
30.355423,-91.137337,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,64.22472856703187,50.6617525588572,97
30.355448,-91.132172,1,0,{'TALL GRASS': 1},1,95,65.20475796636433,98.95656832457823,97
30.355463,-91.137421,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,60.41936138344722,101.88228322301296,97
30.355478,-91.12339,1,0,{'TALL GRASS': 1},1,95,83.00267141070111,16.096319257030434,97
30.355526,-91.139633,1,0,{'TALL GRASS': 1},1,95,70.68150813421656,49.06465378816483,97
30.355526,-91.133743,2,0,"{'TALL GRASS': 1, 'PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN': 1}",2,90,59.7814176652225,73.6149084962941,94
30.355555,-91.138527,2,0,"{'TALL GRASS': 1, 'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",2,90,91.22898549299853,71.54719214573932,94
30.35564,-91.124466,3,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 2, 'TALL GRASS': 1}",3,85,94.5941301509064,33.920570804824834,91
30.355652,-91.140198,1,0,{'TALL GRASS': 1},1,95,70.87845057017924,38.953540459741546,97
30.355667,-91.133064,1,0,{'TALL GRASS': 1},1,95,74.53907512399134,80.82913564759623,97
30.355713,-91.125336,1,0,{'TALL GRASS': 1},1,95,90.83256701137584,59.10318080736566,97
30.355728,-91.140686,2,0,{'TALL GRASS': 2},2,90,90.11876105095472,54.204841255568205,94
30.355789,-91.120697,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,76.34787946427949,77.41271167588356,97
30.355797,-91.133446,1,0,{'TALL GRASS': 1},1,95,92.03965573292349,61.140589983076765,97
30.35581,-91.133415,3,0,"{'TALL GRASS': 2, 'PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN': 1}",3,85,64.88989571788109,34.767745655222384,91
30.355892,-91.120621,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,75.55704454906221,82.20043703363666,97
30.355934,-91.134819,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,89.76810253495889,44.1494666972936,97
30.355938,-91.12429,1,0,{'TALL GRASS': 1},1,95,65.19732219946818,65.33484462836742,97
30.355944,-91.139709,1,0,{'TALL GRASS': 1},1,95,78.67047205249952,32.52852275420362,97
30.355957,-91.12352,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,55.3575577029257,42.39332129805098,97
30.355976,-91.121284,2,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 2}",2,90,90.96460444410167,55.68803519853082,94
30.356047,-91.117302,2,0,{'TALL GRASS': 2},2,90,49.242693760540945,56.102874328697126,94
30.356085,-91.12059,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,94.22228122506475,45.38856846756149,97
30.35615,-91.121117,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,65.53708945811249,73.90256254332633,97
30.356203,-91.117203,2,0,{'TALL GRASS': 2},2,90,82.9954399320635,19.829548574469797,94
30.356237,-91.123322,2,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 2}",2,90,102.6995436656153,52.45041544279433,94
30.356337,-91.12365,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,52.536343564436365,54.932045604329396,97
30.356358,-91.117096,2,0,{'TALL GRASS': 2},2,90,93.94285447595422,28.803906062190304,94
30.356379,-91.123627,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,63.446908235500246,84.77927076618508,97
30.35639,-91.134979,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,60.5294382004017,60.38375070583037,97
30.356466,-91.134674,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,65.29453469442382,31.067654986357688,97
30.356537,-91.134392,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,31.880961269525372,98.16323170386244,97
30.35655,-91.116859,2,0,{'TALL GRASS': 2},2,90,93.93403741833197,-24.23742493341928,94
30.356619,-91.13237,1,0,{'TALL GRASS': 1},1,95,50.51896435532953,52.282759875267274,97
30.356625,-91.133911,1,0,{'TALL GRASS': 1},1,95,91.77842536191733,45.81465273397009,97
30.35663,-91.117043,1,0,{'TALL GRASS': 1},1,95,70.06556222298389,39.97163875412995,97
30.356644,-91.11705,1,0,{'TALL GRASS': 1},1,95,71.24546368644094,69.42523490788531,97
30.356653,-91.123856,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,52.64765905388847,55.4390934392585,97
30.356689,-91.137787,2,0,{'TALL GRASS': 2},2,90,50.00715580141225,89.09457569439584,94
30.356743,-91.120865,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,76.46533737983228,45.85091237572102,97
30.356789,-91.123299,3,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 2, 'TALL GRASS': 1}",3,85,57.95896428372393,46.4619599377192,91
30.356804,-90.984978,2,0,"{'DIRTY OR UNFENCED SWIMMING POOL': 1, 'TALL GRASS': 1}",2,90,94.22909145814832,71.65319059946118,94
30.356825,-91.132317,1,0,{'TALL GRASS': 1},1,95,60.11839869020828,75.0218292292303,97
30.356844,-90.995285,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,72.67047571286862,61.010638513854985,97
30.356869,-91.133743,1,0,{'TALL GRASS': 1},1,95,87.78263694499124,29.160212404966188,97
30.356951,-91.13224,1,0,{'TALL GRASS': 1},1,95,73.124838001847,67.93362745633702,97
30.356991,-91.13369,2,0,"{'PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN': 1, 'TALL GRASS': 1}",2,90,69.1327567517398,91.51174768607092,94
30.357,-91.123497,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,90.90593186313487,69.9167906909414,97
30.357018,-91.117012,3,0,{'TALL GRASS': 3},3,85,91.7445128860239,50.44725121123617,91
30.357021,-91.135071,2,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 2}",2,90,75.67054657618513,35.072843763003036,94
30.357029,-91.123032,2,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 2}",2,90,77.15977345652077,55.48635668786535,94
30.357237,-91.133537,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,44.30718158445242,41.3791555123411,97
30.35725,-91.131882,1,0,{'TALL GRASS': 1},1,95,75.47887903258423,11.018934651741175,97
30.357275,-91.058311,1,0,{'PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN': 1},1,95,70.40002858395843,52.0669841341187,97
30.357338,-91.058228,3,0,"{'DIRTY OR UNFENCED SWIMMING POOL': 2, 'TALL GRASS': 1}",3,85,69.1712690482583,68.99944956602468,91
30.357342,-91.119667,1,0,{'TALL GRASS': 1},1,95,61.96933615672052,42.91637100083141,97
30.357397,-90.997665,1,0,{'TALL GRASS': 1},1,95,49.95233564081576,68.85958715855593,97
30.35745,-91.124084,1,0,{'TALL GRASS': 1},1,95,78.97969400424834,81.21860444158904,97
30.357508,-91.134804,1,0,"{'JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY': 1}",1,95,104.51498310228017,87.49403350723752,97
